prefix,input_text,target_text
English to Thai,"The Analytic Hierarchy Process (AHP) method was also applied to calculate the Composite Environmental Impact Scores (CEIS) of those 39 road segments. ""The computed CEIS can be used to prioritize each road segment according to its degree of multiple criteria traffic & Transport environmental impacts, specify the problem locations and identify the likely causes of such problems.""",เพื่อจัดลำดับความสำคัญของแต่ละช่วงถนนตามระดับของผลกระทบสิ่งแวดล้อมจากการจราจรและขนส่ง ซึ่งสามารถระบุตำแหน่งของบริเวณซึ่งกำลังเผชิญกับปัญหาผลกระทบสิ่งแวดล้อมและบ่งบอกสาเหตุของปัญหาดังกล่าวได้
English to Thai,"The results of research show that those road segments with high CEIS values are road segment No. ""9, 10, 11 and 12 and traffic noise levels are the main cause of such problems.""",ผลจากงานวิจัยพบว่าช่วงถนนที่มีค่า CEIS สูง  ได้แก่ ช่วงถนนที่ 9 10 11 และ 12 บนถนนศรีจันทร์
English to Thai,These findings can be used to assist decision makers to prioritize and relevantly and effectively allocate their limited budgets for solving problems.,โดยพบว่าค่าระดับเสียงจากการจราจรคือสาเหตุหลักของปัญหาผลกระทบสิ่งแวดล้อมจากการจราจรและขนส่ง ผลจากการประเมินครั้งนี้จะสามารถช่วยผู้ที่มีอำนาจตัดสินใจสามารถจัดการปัญหาผลกระทบสิ่งแวดล้อมจากการจราจรและขนส่งที่เกิดขึ้นในพื้นที่ศึกษาเพื่อนำมาประยุกต์ใช้ในการจัดสรรงบประมาณเพื่อแก้ไขปัญหาได้อย่างตรงประเด็นและมีประสิทธิภาพสูงสุด
English to Thai,This research presents the design and analyze of turbulence flow fields in agitation tank for comparison result by pitch blade turbine and curved blade turbine model.,งานวิจัยนี้ได้เสนอการออกแบบและวิเคราะห์ผลของสนามการไหลแบบปั่นป่วนภายในถังผสมเพื่อทำการเปรียบเทียบผลโดยใช้แบบจำลองกังหันกวนผสมแบบพิตช์ (Pitch blade turbine) และกังหันกวนผสมแบบใบโค้ง (Curved blade turbine)
English to Thai,In this research used the external flow for flow field analyzed in agitation tank.,ซึ่งการวิเคราะห์ผลในงานวิจัยเป็นแบบ External Flow
English to Thai,The result show that the resultant turbulence was numerically predicted using computational fluid dynamics technique.,จากการศึกษาค่าความปั่นป่วนที่ได้รับจากการทำนายและการจำลองโดยใช้เทคนิคการจำลองผลเชิงตัวเลข
English to Thai,Turbulence model were developed in commercial software of fluid dynamic simulation for solve using the NAVIER-Stokes and K-epsilon turbulent model.,และแบบจำลองความปั่นป่วนมีการนำมาใช้และถูกพัฒนาในโปรแกรมคำนวณผลทางพลศาสตร์ของไหลโดยใช้หลักการพิจารณาทางทฤษฏีบทของนาเวียร์สโตกส์ร่วมกับแบบจำลองมาตรฐานชนิด K-epsilon
English to Thai,The rotation region for in this research using Local region (Sliding) approach was used to simulate the agitation blade turbine action in the vertical plane of the agitation tank.,และได้เลือกใช้แบบจำลองการหมุนแบบ Local region (Sliding) ถูกนำมาใช้ในการจำลองผลเชิงตัวเลขในผสมของใบกวนในแนวแกนตั้งของถังผสม
English to Thai,Velocity profile generated from the numerical simulations were used to predict and compare the performance of the two designs.,ในการสร้างโปรไฟล์ความเร็วของการไหลจากการจำลองผลเชิงตัวเลขโดยใช้หลักการทำนายและเปรียบเทียบวิธีการของสองแบบจำลอง
English to Thai,To validate the CFD model.,การสอบเทียบผลลัพธ์ทางแบบจำลองจากพลศาสตร์ของไหล
English to Thai,The simulation results revealed that the CFD Simulation of curved blade turbine model can be the shortest mixing time when compare with pitch blade turbine.,ผลจากการจำลองเชิงตัวเลขพบว่าวงล้อกังหันกวนผสมแบบใบโค้ง จะใช้เวลาในการกวนผสมน้อยที่สุดเมื่อทำการเปรียบเทียบกับวงล้อกังหันกวนผสมแบบใบพิตช์
English to Thai,Road is a principal transportation system in Thailand.,ถนนเป็นระบบขนส่งหลักในประเทศไทย
English to Thai,"It is utilized to satisfy travel demands, to facilitate movements, to connect with other modes, as well as to develop the overall economy.",รองรับความต้องการในการเดินทาง เชื่อมต่อ อำนวยความสะดวกประชาชนและพัฒนาเศรษฐกิจโดยรวมของประเทศ
English to Thai,All Thai road networks are under responsibility of governmental agencies.,ซึ่งมีหน่วยงานของรัฐคอยกำกับดูแล
English to Thai,"Songkhla is one of the most important economic provinces in the country; it accommodates the second-largest road networks in the southern region, and is continually expanding.",จังหวัดสงขลาเป็นหนึ่งในเมืองเศรษฐกิจที่สำคัญของประเทศ ที่มีจำนวนโครงการถนนมากเป็นอันดับสองของภาคใต้ และมีแนวโน้มเพิ่มขึ้น
English to Thai,"Nevertheless, the increase of its road networks is in contrast to the present transport integration-development budget; which seems to be in perpetual decline each year.",ซึ่งมีความแตกต่างจากงบประมาณรายจ่ายแผนงานบูรณาการพัฒนาด้านคมนาคมที่มีอยู่อย่างจำกัด และลดลงอย่างต่อเนื่องในแต่ละปี
English to Thai,"The effect is such that responsible road agencies could not effectively develop and maintain many routes under their care, and are forced to make tough decisions on suitable road-network investment that would optimize benefits.",ทำให้มีผลต่อการพัฒนาและบำรุงรักษาทุกโครงการที่รับผิดชอบให้ครอบคลุมทั้งหมด ส่งผลให้หน่วยงานต้องตัดสินใจเลือกลงทุนโครงการถนนที่เหมาะสมและเกิดประโยชน์สูงสุด
English to Thai,"In accordance with this desire, this article aims to study factors that affect executive decision-making to invest in the Songkhla road networks by probing relevant experts of their knowledge and experiences working on road projects belonging to the Department of Highways, the Department of Rural Roads, and the Department of Local Administration.",บทความนี้ศึกษาปัจจัยที่มีผลต่อการตัดสินใจลงทุนของโครงการถนนในจังหวัดสงขลาจากหน่วยงานที่เกี่ยวข้อง ประกอบด้วย กรมทางหลวง กรมทางหลวงชนบท และองค์กรปกครองส่วนท้องถิ่น โดยการสัมภาษณ์ผู้เชี่ยวชาญที่มีความรู้ ประสบการณ์ทำงานเกี่ยวกับโครงการถนน
English to Thai,The subject is divided into new road construction projects and existing road improvement projects.,โดยพิจารณาตามลักษณะการดำเนินการก่อสร้างใหม่ และปรับปรุงถนนเดิม
English to Thai,"Fuzzy Analytic Hierarchy Process method is utilized to analyze and allocate scores to the decision-making process, as well as project ranking considering inclusive factors such as engineering, economic, political and policy, and social and environmental factors.",โดยมีปัจจัย ด้านวิศวกรรม ด้านเศรษฐศาสตร์ ด้านการเมืองและนโยบาย และด้านสังคมและสิ่งแวดล้อม เป็นปัจจัยหลักในการพิจารณา และใช้วิธีกระบวนการลำดับชั้นเชิงวิเคราะห์แบบคลุมเครือ (Fuzzy Analytic Hierarchy Process: FAHP) ในการช่วยวิเคราะห์ความคลุมเครือของกระบวนการตัดสินใจ และนำน้ำหนักความสำคัญมาให้คะแนนเพื่อจัดลำดับโครงการที่ดำเนินการ
English to Thai,"The study reveals that all the three Departments have attached primary importance to engineering factors with an average score of 34.70 percent; and secondary, the social and environmental factors, at 20.55 percent.",ผลการศึกษาพบว่า ทั้งสามหน่วยงานให้ความสำคัญกับปัจจัยด้านวิศวกรรมเป็นอันดับหนึ่ง เฉลี่ยร้อยละ 34.73 และให้ความสำคัญกับปัจจัยอื่นๆ โดยมีความสำคัญเฉลี่ย ด้านเศรษฐศาสตร์ร้อยละ 23.25 ด้านการเมืองและนโยบายร้อยละ 21.07 และด้านสังคมและสิ่งแวดล้อมร้อยละ 20.96 ตามลำดับ
English to Thai,"In addition, majority of the expert opinions indicates prioritizing of road-network investments to developments of residential areas and official offices, followed respectively by commercial and industrial, rural and agricultural, environmental conservation, and recreation areas.",และจากความเห็นเฉลี่ยของผู้เชี่ยวชาญทั้งหมดพบว่า การลงทุนโครงการก่อสร้างและปรับปรุงถนนเพื่อพัฒนาพื้นที่ที่อยู่อาศัยและสถานที่ราชการมีความสำคัญเป็นลำดับแรก ก่อนพื้นที่พาณิชยกรรม คลังสินค้าและอุตสาหกรรม พื้นที่ชนบทและเกษตรกรรม พื้นที่อนุรักษ์ สงวน สันทนาการและสิ่งแวดล้อม ตามลำดับ
English to Thai,"It is anticipated that the findings could be used as a guidance to appropriate future planning on the decision making process of road construction and rehabilitation investment projects in Songkhla, and beyond.",ทำให้ได้แนวทางในการวางแผนตัดสินใจลงทุนดำเนินการโครงการก่อสร้างและปรับปรุงถนนในจังหวัดสงขลาที่เหมาะสม
English to Thai,"This paper proposes a working condition monitoring system for a split type air conditioner that consists of embedded systems for measuring compressor current, indoor and outdoor temperatures.",งานวิจัยนี้เสนอระบบเฝ้าสังเกตสภาวะการทำงานของเครื่องปรับอากาศแบบแยกส่วน  ซึ่งประกอบด้วยระบบสมองกลฝังตัวสำหรับวัดกระแสคอมเพรสเซอร์ และวัดอุณหภูมิทั้งภายในและนอกห้อง
English to Thai,These data were used in a classification process.,ข้อมูลเหล่านี้ถูกใช้ในกระบวนการคัดแยก
English to Thai,"While the air conditioner is working in normal condition, the compressor current, indoor and outdoor temperatures were recorded as databases.",โดยที่ขณะเครื่องปรับอากาศอยู่ในสภาวะปกติ กระแสคอมเพรสเซอร์ อุณหภูมิภายในและนอกห้องถูกบันทึกไว้เป็นฐานข้อมูล ซึ่งอุณหภูมิภายในและนอกห้อง ณ เวลาปัจจุบันถูกใช้เป็นข้อมูลเลือกกระแสเฉลี่ยของคอมเพรสเซอร์อ้างอิง
English to Thai,The indoor and outdoor temperatures at the present time were used to select the average reference compressor current for comparing with the average compressor current at the present time.,สำหรับเปรียบเทียบกับกระแสเฉลี่ยคอมเพรสเซอร์ ณ เวลาปัจจุบัน
English to Thai,The obtained result of these processes is the working conditioning of the air conditioner.,ผลลัพธ์ที่ได้ของกระบวนการเหล่านี้คือสภาวะการทำงานของเครื่องปรับอากาศ
English to Thai,"For the experiments, the 36,000 BTU of the split type air conditioner was used.","สำหรับการทดลอง เครื่องปรับอากาศแบบแยกส่วนขนาด 36,000 BTU ถูกใช้"
English to Thai,The experiments were set up in three cases; condenser and cooling coil were dirty and refrigerants were lower than normal conditions.,การทดลองถูกแบ่งเป็น 3 กรณี คือ กรณีแผงคอยล์ร้อนและคอยล์เย็นสกปรก และกรณีสารทำความเย็นของเครื่องปรับอากาศต่ำกว่าปกติ
English to Thai,The experimental results showed that the presented system could correctly indicate the working conditioning of the split type air conditioner.,ผลการทดลองแสดงให้เห็นว่าระบบที่นำเสนอสามารถบ่งชี้สภาวะการทำงานของเครื่องปรับอากาศแบบแยกส่วนได้อย่างถูกต้อง
English to Thai,Lamdom Yai Basin is a sub-basin of Mun River Basin.,ลุ่มน้ำลำโดมใหญ่เป็นลุ่มน้ำสาขาของลุ่มน้ำมูล
English to Thai,The lowland area at the downstream of the basin is frequently flooded.,ด้วยสภาพภูมิประเทศของลุ่มน้ำที่เป็นแอ่งบริเวณท้ายน้ำติดกับแม่น้ำมูล จึงเป็นพื้นที่ที่ถูกน้ำท่วมทุกปี
English to Thai,This paper presents the analysis of flood in Lamdom Yai Basin at the Lamdom Yai dam area.,งานวิจัยนี้ได้ทำการศึกษาและวิเคราะห์อุทกภัยที่เกิดขึ้นในแม่น้ำลำโดมใหญ่บริเวณเหนือและท้ายเขื่อนลำโดมใหญ่ ซึ่งตั้งอยู่บริเวณตอนท้ายของลุ่มน้ำ
English to Thai,The objective of this study was to determine the flood routing at the upstream and the downstream of the dam.,วัตถุประสงค์การศึกษาครั้งนี้คือศึกษาพฤติกรรมการเคลื่อนตัวของน้ำหลากจากน้ำท่วม
English to Thai,The 2013 severe flood was used as the base case to determine the effect of Lamdom Yai dam on the flooding in the area.,กรณีศึกษามีเขื่อนและไม่มีเขื่อนลำโดมใหญ่ ในปีที่เกิดน้ำท่วมประวัติการณ์ พ.ศ. 2556
English to Thai,It was found that the maximum flood water level in the base case was +115.2 m.msl in both cases with and the without the Lamdom Yai dam.,ผลการศึกษาพบว่า กรณีที่ไม่มีเขื่อนลำโดมใหญ่จะมีระดับน้ำสูงสุดอยู่ที่ 115.20 ม.รทก. เท่ากันกับในกรณีที่มีเขื่อนลำโดมใหญ่
English to Thai,The flood water level was up to 3.20 m. above the river bank.,โดยระดับน้ำจะสูงกว่าตลิ่ง (+112.00 ม.รทก.) ประมาณ 3.20 เมตร โดยปริมาณน้ำที่ล้นตลิ่งจะท่วมแผ่พื้นที่ จนถึงระดับ +115.20 ม.รทก.
English to Thai,The study result indicates that the Lamdom Yai Dam has no influence to the flood in the area.,แสดงให้เห็นว่ากรณีมีเขื่อนและไม่มีเขื่อนลำโดมใหญ่ ไม่มีผลกระทบต่อระดับน้ำท่วมและพื้นที่น้ำท่วมโดยรอบ
English to Thai,"This article presents the selection problem for suitable industrial estate location in Thailand by considering Thailand’s boarder provinces along the economic corridors connected to 4 countries: Laos, Myanmar, Cambodia, and Malaysia.",บทความฉบับนี้เป็นการศึกษาประสิทธิภาพของทำเลที่ตั้งของพื้นที่สำหรับพิจารณาจัดตั้งเขตนิคมอุตสาหกรรมในประเทศไทยโดยมุ่งเน้นกลุ่มจังหวัดในแต่ละภูมิภาคที่มีเขตติดกับชายแดนของประเทศเพื่อนบ้านตามแนวเขตเศรษฐกิจพิเศษของไทย
English to Thai,"In particular, there are 10 provinces next to Laos, 10 provinces next to Burma, 6 provinces next to Cambodia, and 4 provinces next to Malaysia.",ได้แก่จังหวัดที่มีเขตติดกับประเทศสาธารณรัฐประชาธิปไตยประชาชนลาวจำนวน 10 จังหวัด  จังหวัดที่มีเขตติดกับประเทศกัมพูชาจำนวน 6 จังหวัด จังหวัดที่มีเขตติดกับประเทศพม่าจำนวน 10 จังหวัดและจังหวัดที่มีเขตติดกับประเทศมาเลเซียจำนวน 4 จังหวัด
English to Thai,"By applying one of the Multi-Criteria Decision Making Tools, we use Data Envelopment Analysis (DEA) to analyze candidate provincial efficiency based on selected input-and output criteria, which are labor cost, distance, area, expected building value, labor amount, disaster prone, gross provincial product, and boarder trade value.",โดยพิจารณาจากปัจจัยนำเข้าและปัจจัยผลผลิตที่ส่งผลต่อการจัดตั้งเขตนิคมอุตสาหกรรม เช่นปัจจัยทางด้านค่าแรง ระยะทาง ขนาดพื้นที่ ราคาประเมินสิ่งก่อสร้าง จำนวนแรงงาน การเกิดภัยพิบัติ ผลิตภัณฑ์โดยรวมของจังหวัดและมูลค่าการค้าบริเวณชายแดน เป็นต้น ซึ่งผลจากใช้เทคนิคการวิเคราะห์แบบล้อมกรอบข้อมูลวิเคราะห์ประสิทธิภาพ
English to Thai,"We find that high-efficiency provinces connected to Laos are Nongkai and Phitsanulok, provinces closed to Cambodia are Sa-Kaew and Chanthaburi, provinces nearby Myanmar are Tak and Ratchaburi, and provinces connected to Malaysia are Songkhla and Satun, respectively.",พบว่าจังหวัดที่มีประสิทธิภาพมากที่สุดเหมาะในการพิจารณาจัดตั้งเขตนิคมอุตสาหกรรมที่มีเขตติดกับประเทศสาธารณรัฐประชาธิปไตยประชาชนลาวคือ หนองคายและพิษณุโลก ประเทศกัมพูชาคือจังหวัดสระแก้วและจันทบุรี ประเทศพม่าคือจังหวัดตากและราชบุรี และประเทศมาเลเซียคือจังหวัดสงขลาและสตูลตามลำดับ
English to Thai,The result of this study can be further used for strategic planning in Industrial estate for the governmental units and offices.,งานวิจัยนี้มีวัตถุประสงค์เพื่อปรับปรุงกระบวนการผลิตข้าวโป่งเพื่อเพิ่มผลผลิตการผลิตข้าวโป่ง
English to Thai,"This research aims to create the improvement of Khao-Pong production process development in Ban Nong Loeng Community Enterprise Group, Kan Noi, Kham Khuean Kaeo district, Yasothon province, in order to reduce the waste. It was found that the Khao-Pong demand rate was so high that it could not be produced and sold to customers within the designated time.",โดยลดความสูญเปล่าในกระบวนการผลิตข้าวโป่งของวิสาหกิจชุมชนแม่บ้านเกษตรกรบ้านหนองเลิง ต.แคนน้อย อ.คำเขื่อนแก้ว จ.ยโสธร มีปัญหาการผลิตไม่ทันตามยอดการสั่งซื้อ
English to Thai,"After primarily analyzing the problem by using value stream mapping (VSM), it was shown that the production lead time was too long, 2,066.03 minutes, in which there included the processing and waiting time at 1,187.79 and 878.24 minutes respectively.","จากการศึกษาสภาพปัญหาเบื้องต้นโดยใช้เครื่องมือแผนภาพสายธารคุณค่า (Value Stream Mapping: VSM) มีเวลานำตั้งแต่รับวัตถุดิบ ผ่านกิจกรรมแปรรูปเป็นผลิตภัณฑ์ข้าวโป่งเท่ากับ 2,066.03 นาที ซึ่งเป็นเวลานาน"
English to Thai,"The production lead time in this research started from being delivered the materials to transforming it into Khao-Pong products. ""It was found that the waiting time came from three activities: 1) rice molding, 2) pressing the rice flatly, and 3) peeling the rice before drying.""","ประกอบด้วยรอบเวลาผลิต 1,187.79 นาที เวลารอคอย 878.24 นาที ซึ่งพบปัญหาการรอคอยเกิดขึ้นที่กิจกรรมการปั้นข้าว กิจกรรมการกดให้เป็นแผ่น และกิจกรรมการแกะรอตาก"
English to Thai,"Here, the check sheet was used to collect the waiting data of all activities. ""It is found that the waiting time to produce, or work in process (WIP), is 97.22% of the waiting time which is obviously useless and too long."" ""So, it must be eliminated.""",จากนั้นใช้แผ่นตรวจสอบ (Check Sheet) เก็บข้อมูลการรอคอยที่เกิดขึ้นในกิจกรรมทั้ง 3 กิจกรรม พบว่า การรอคอยการผลิตระหว่างกระบวนการ (Work in Process: WIP) คิดเป็นร้อยละ 97.22 ของจำนวนงานที่รอคอยทั้งหมด ซึ่งเป็นความสูญเปล่าที่ต้องกำจัด
English to Thai,"To fulfill the objective, the Why – Why Analysis was applied to analyze the causes and apply ECRS tools to increase the production efficiency in order to produce rice sheet more quickly, and to set the job standards.",จากนั้นวิเคราะห์สาเหตุโดยใช้เครื่องมือการวิเคราะห์ด้วยแผนภาพ ทำไม ทำไม (Why – Why Analysis) และหาแนวทางในการปรับปรุงเพื่อเพิ่มประสิทธิภาพการผลิตโดยใช้เครื่องมือ ECRS ในการออกแบบอุปกรณ์ช่วยในการผลิตและกำหนดมาตรฐานการปฏิบัติงาน คือ
English to Thai,"The job standards are 1) the jig – a tool for pressing the rice, 2) setting the windproof tools.",1. อุปกรณ์กดก้อนข้าวในกิจกรรมการกดให้เป็นแผ่น 2. อุปกรณ์ปิดกั้นลมในกิจกรรมแกะรอตาก
English to Thai,"From the improvement of cycle time in pressing the rice flatly and peeling the rice before drying, the result showed that production’s cycle time decreased for 13.75%, the waiting time decreased for 81.00% but the production lead time decreased for 42.34%.",จากการดำเนินการปรับปรุงรอบเวลาการผลิตของกิจกรรมการกดให้เป็นแผ่นและกิจกรรมแกะรอตาก มีเวลาลดลง ส่งผลให้รอบเวลาการผลิตลดลงร้อยละ 13.75  เวลารอคอยลดลงร้อยละ 81.00 เวลานำการผลิตลดลงร้อยละ 42.34
English to Thai,"At the same time, the finished products increased from 987 to 1,400 sheets per day.","และผลผลิตเพิ่มขึ้นจาก 987 แผ่น เป็น 1,400 แผ่น/วัน"
English to Thai,"This helped increase the revenue from 284,256 to 403,200 baht per year, resulting in raising an income and developing the economy within the sustainable community enterprise.","ส่งผลให้รายได้เฉลี่ยต่อปีเพิ่มขึ้นจาก 284,256 บาท เป็น 403,200 บาท/ปี ซึ่งเพิ่มรายได้และพัฒนาเศรษฐกิจให้วิสาหกิจชุมชนอย่างต่อเนื่องและยั่งยืน ยรอบ"
English to Thai,The purpose of this quasi-experimental research was to determine the percentage of weight loss in volatile suspended solids during the process of total suspended solids analysis by microwave.,งานวิจัยนี้เป็นการวิจัยกึ่งทดลอง มีวัตถุประสงค์เพื่อศึกษาร้อยละการสูญเสียน้ำหนัก ที่เกิดขึ้นจากของแข็งแขวนลอยระเหยได้ ในขั้นตอน การวิเคราะห์ของแข็งแขวนลอยทั้งหมด โดยใช้ไมโครเวฟ
English to Thai,The electrical energy was also compared between standard method and microwave with decreased costs.,พร้อมทั้งเปรียบเทียบค่าพลังงานไฟฟ้าที่วิเคราะห์ระหว่างวิธีมาตรฐานและวิธีไมโครเวฟ เทียบกับจำนวนเงินเพื่อลดค่าใช้จ่าย
English to Thai,"The result showed that the total suspended solids analyzed by 800-watt microwave at High level with the duration periods of 2, 4, 6, 8, and 10 minutes provided the weight loss of total suspended solids at 0.9, 1.4, 3.3, 4.1, and 4.5 percent, respectively.",ผลการวิจัยพบว่า การวิเคราะห์ของแข็งแขวนลอยทั้งหมด โดยใช้ไมโครเวฟกำลังไฟ 800 วัตต์ ระดับความร้อน High ที่ระยะเวลา 2 4 6 8 และ 10 นาที มีการสูญเสียของแข็งแขวนลอยระเหยได้ร้อยละ 0.6 1.4 3.3 4.1 และ 4.5 ตามลำดับ
English to Thai,"The electric energy consumption for total suspended solids analyzed by microwave was 0.005 - 0.026 THB/sample, while the cost of the standard method was 0.050 THB/sample.",ค่าพลังงานไฟฟ้าที่ วิเคราะห์ของแข็งแขวนลอยทั้งหมด โดยใช้ไมโครเวฟ คิดเป็น 0.005 - 0.026 บาทต่อตัวอย่าง และวิธีมาตรฐานคิดเป็น 0.050 บาทต่อตัวอย่าง
English to Thai,"For total suspended solids analyzed per day, the microwave method was equal to the standard method when applied for 2 microwaves to 1 oven, thus decreasing the cost of oven purchase about 50,000 – 60,000 THB.","สำหรับการวิเคราะห์ของแข็งแขวนลอยต่อวัน วิธีไมโครเวฟมีปริมาณเท่ากับวิธีมาตรฐานจะต้องใช้ไมโครเวฟ 2 เครื่อง ต่อตู้อบ 1 เครื่อง ""ทำให้ลดค่าใช้จ่ายในการซื้อตู้อบได้ประมาณ 50,000 - 60,000 บาท"""
English to Thai,The aim of this research was to study the improvement of nitrogen titanium dioxide catalysts by doping with iron (Fe-N-TiO2) on degradation performance of reactive red 120 dye under visible light.,วัตถุประสงค์ของงานวิจัยนี้เพื่อปรับปรุงประสิทธิภาพของตัวเร่งปฏิกิริยาไนโตรเจนไททาเนียมไดออกไซด์โดยการเจือเหล็ก (Fe-N-TiO2) ต่อประสิทธิภาพในการย่อยสลายสีย้อมประเภทรีแอคทีฟเรด 120 ภายใต้แสงวิซิเบิล
English to Thai,Fe-N-TiO2 and N-TiO2 catalysts were prepared by hydrothermal method without calcination process.,ตัวเร่งปฏิกิริยา Fe-N-TiO2 และ N-TiO2 ถูกสังเคราะห์ด้วยวิธีไฮโดรเทอร์มอล และไม่ผ่านกระบวนการแคลไซน์
English to Thai,"In this work, the catalysts were studied to compare the dye removal efficiency. ""The catalysts were titanium dioxide with doping 1 percent by weight of iron (1.0%Fe-N-TiO2), without iron doping catalyst (N-TiO2), and commercial catalyst (P25).""",ตัวเร่งปฏิกิริยาที่ศึกษาเพื่อเปรียบเทียบประสิทธิภาพ คือ ตัวเร่งปฏิกิริยาไททาเนียมไดออกไซด์ที่มีการเจือเหล็กร้อยละ 1 โดยน้ำหนัก (1.0%Fe-N-TiO2) ตัวเร่งปฏิกิริยาที่ไม่มีการเจือเหล็ก (N-TiO2) และตัวเร่งปฏิกิริยาทางการค้า (P25)
English to Thai,"The physical and chemical properties of catalysts such as crystal structure, crystallite size, morphology, specific surface area, oxidation state of elements, energy band-gap and magnetism value were characterized by X-ray diffraction (XRD), Field emission scanning electron microscope (FESEM), N2-adsorption-desorption, X-Ray photoemission spectroscopy (XPS), UV-vis diffuse reflectance spectroscopy (UV-DRs) and Versalab (VSM), respectively.",คุณสมบัติทางกายภาพและทางเคมีของตัวเร่งปฏิกิริยา ได้แก่ โครงสร้างผลึก ขนาดผลึก ลักษณะสัณฐานวิทยา พื้นที่ผิวจำเพาะ สถานะออกซิเดชันของธาตุ ช่องว่างพลังงาน และค่าความเป็นแม่เหล็ก ได้ทำการวิเคราะห์ ด้วยเทคนิค X-ray diffraction (XRD) Field emission scanning electron microscope (FESEM) N2-adsorption-desorption X-ray photoemission spectroscopy (XPS)             UV-vis diffuse reflectance spectroscopy (UV-DRs) และ Versalab (VSM) ตามลำดับ
