prefix,input_text,target_text
English to Thai,This research aimed to study the release of riboflavin from composite hydrogel beads in simulated gastric fluid (SGF) and simulated intestinal fluid.,งานวิจัยนี้มีวัตถุประสงค์เพื่อศึกษาจลนศาสตร์การปลดปล่อยวิตามินบี 2 ในสารละลายจำลองน้ำย่อยในกระเพาะ และสารละลายจำลองน้ำย่อยในลำไส้
English to Thai,"(SIF) The combinations of gel bead were 100% alginate, 62% alginate and 38% whey protein, 50% alginate and 50% whey protein, 62% alginate and 38% xanthan gum and 50% alginate and 50% xanthan gum.",จากโฮโดรเจลในรูปเม็ดเจลที่มีโครงสร้างประกอบด้วย อัลจิเนต 100% อัลจิเนต 62% ร่วมกับโปรตีนเวย์ 38% อัลจิเนต 50% ร่วมกับเวย์โปรตีน 50% อัลจิเนต 62% ร่วมกับแซนแทนกัม 38% และอัลจิเนต 50% ร่วมกับแซนแทนกัม 50%
English to Thai,"The cross linking solutions were mixtures of calcium chloride with 0%, 0.25% and 0.5% chitosan. The result showed that 100% alginate beads elicited good forming with homogeneous size and shape.",โดยมีสารเชื่อมข้ามเป็นแคลเซียมคลอไรด์ร่วมกับไคโตซานในปริมาณไคโตซาน 0% 0.25% และ 0.5% พบว่าอัลจิเนต 100% ให้การขึ้นรูปของเม็ดเจลดี มีขนาดและรูปร่างสม่ำเสมอ
English to Thai,Adding whey protein and xanthan gum to alginate improved riboflavin captivation and slow release.,การมีเวย์โปรตีนและแซนแทนกัมเป็นองค์ประกอบร่วมกับอัลจิเนตและการเชื่อมข้ามร่วมกับไคโตซาน มีผลให้กักเก็บวิตามินบี 2 ได้ดีขึ้นและปลดปล่อยช้าลง
English to Thai,"Comparison of fitting with 7 release models, release kinetics of the beads could be explained by Higuchi model, Korsmeyer-Peppas model, and Weibull model. The release mechanism was governed by a combination of diffusion and bead erosion.",เมื่อทำการเปรียบเทียบแบบจำลองการปลดปล่อย 7 แบบ พบว่าการปลดปล่อยทางจลนศาสตร์สามารถอธิบายด้วยแบบจำลอง Higuchi model Korsmeyer-Peppas model และ Weibull model แสดงให้เห็นว่ากลไกการปลดปล่อยของพอลิเมอร์ เกิดการแพร่ร่วมกับการสึกกร่อนของโครงสร้างไฮโดรเจล
English to Thai,This paper proposes stability analysis of AC-DC power system feeding paralleled controlled buck-converter.,บทความนี้ได้นำเสนอการวิเคราะห์เสถียรภาพของระบบไฟฟ้ากำลังเอซีเป็นดีซีที่เชื่อมต่อด้วยโหลดวงจรแปลงผันแบบบัคก์ที่มีการควบคุมขนานกัน
English to Thai,"Normally, a controlled buck-converter behaves as a constant power load, that can affect the stability of system.",โดยปกติแล้ววงจรแปลงผันแบบบัคก์ที่มีการควบคุมจะมีพฤติกรรมเปรียบเสมือนโหลดกำลังไฟฟ้าคงตัว ที่ส่งผลต่อเสถียรภาพของระบบโดยตรง
English to Thai,"Therefore, stability analysis is very important.",ดังนั้นการวิเคราะห์เสถียรภาพของระบบจึงมีความจำเป็นอย่างมาก
English to Thai,"In this paper, the proposed mathematical model is used with the Middlebrook’s criterion to predict the unstable point.",ในบทความนี้แบบจำลองทางคณิตศาสตร์ที่นำเสนอจะถูกใช้ร่วมกับเกณฑ์เสถียรภาพของมิดเดิลบรุค ในการคาดเดาจุดขาดเสถียรภาพของระบบ
English to Thai,The results are validated by the well-known Eigenvalue’s theorem and the simulation.,มีการตรวจสอบความถูกต้องโดยอาศัยทฤษฎีบทค่าเจาะจง และการจำลองสถานการณ์บนคอมพิวเตอร์
English to Thai,Good agreement between the theory and simulation is achieved.,ซึ่งผลที่ได้จากทางทฤษฎี และการจำลองสถานการณ์บนคอมพิวเตอร์มีความสอดคล้องกัน
English to Thai,The aim of this research was to study the discharge heads affecting the temperature and hot water amount in the storage tank of a solar water heating system (SWHS).,งานวิจัยนี้ได้ศึกษาระดับความสูงในการส่งน้ำที่ส่งผลต่ออุณหภูมิ และปริมาณน้ำร้อน ในถังเก็บน้ำร้อนของระบบทำน้ำร้อนพลังงานแสงอาทิตย์
English to Thai,"The designed system consisted of 1.58-m2 flat plate solar collectors, an overhead tank, the T-vent tube and the hot water storage tank.",ระบบที่ถูกออกแบบประกอบไปด้วยแผงรับรังสีอาทิตย์ขนาด 1.58 m2 ถังเก็บน้ำด้านบน ท่อสามทาง และถังเก็บน้ำร้อน
English to Thai,"The system simulation was done during 8:00 am–5:00 for 9 h for discharge head of 0.5, 1, 2 and 3 m when solar irradiation was 20 MJ/m2 d. The system could work when the pressure head was slightly more than the discharge head of the system.","การจำลองระบบถูกดำเนินการในช่วงเวลา 8:00–17:00น. เป็นเวลา 9 ชั่วโมง ที่ระดับความสูงในการส่งน้ำ  0.5, 1, 2 และ 3 m เมื่อมีค่ารังสีอาทิตย์ 20 MJ/m2 d ระบบนี้ สามารถทำงานได้เมื่อความดัน (หน่วยความสูงของน้ำ) ภายในแผงมากกว่าระดับความสูงในการส่งน้ำของระบบ"
English to Thai,"If the discharge head was increased, the hot water temperature and vapor pressure increased.",ถ้าเราเพิ่มระดับความสูงในการส่งน้ำ ผลที่ได้ อุณหภูมิของน้ำร้อนและความดันไอเพิ่มขึ้น
English to Thai,"However, hot water production reduced accordingly.",แต่ปริมาณน้ำร้อนที่ได้จะลดลงตามไปด้วย
English to Thai,"By varying the discharge head, the maximum produced hot water was 89.39 L/d and the maximum thermal efficiency was 40.71% at discharge head 0.5 m, the minimum produced hot water was 37.2 L/d and the minimum thermal efficiency was 19.93% at discharge head 3 m. Furthermore, the maximum water temperature in the storage tank was roughly 70.46°C at discharge head 3 m and the minimum was roughly 64.2°C at discharge head 0.5 m. From this research of the mathematical model gave a reasonable agreement with the experimental results when the difference between the calculated and measured values was less than ± 10%.",เมื่อเปลี่ยนแปลงระดับความสูงในการส่งน้ำ ปริมาณน้ำร้อนที่ผลิตได้สูงสุดคือ 89.39 L/d และประสิทธิภาพทางความร้อนสูงสุดคือ 40.71% ที่ระดับความสูงในการส่งน้ำ 0.5 m ปริมาณน้ำร้อนที่ผลิตได้ต้ำสุดคือ 37.2 L/d และประสิทธิภาพทางความร้อนต่ำสุดคือ 19.93% ที่ระดับความสูงในการส่งน้ำ 3 m นอกจากนี้อุณหภูมิภายในถังเก็บน้ำร้อนสูงสุด 70.46°C ระดับความสูงในการส่งน้ำ 3 m และต่ำสุดที่ 64.2 °C ระดับความสูงในการส่งน้ำ 0.5 m จากงานวิจัยนี้แบบจำลองทางคณิตศาสตร์ที่ยอมรับได้กับผลการทดลองที่มีความแตกต่างระหว่างค่าการคำนวณและการวัดมีค่าความผิดพลาดน้อยกว่า ± 10%
English to Thai,The main focus of this research is a study of the hydraulic conductivity of poorly graded sand by mixing with bentonite. The poorly graded sand found in the Pachi Basin are characterized by                  a high degree of leakage.,การศึกษาค่าความนำชลศาสตร์ของดินทรายโดยการผสมด้วยเบนโทไนท์ ได้ดำเนินการโดยใช้ดินทรายที่พบในลุ่มน้ำลำภาชีซึ่งมีปัญหาการรั่วซึมสูง
English to Thai,"The laboratory tests of the poorly graded sand samples resulted in                       a hydraulic conductivity of 119.2 mm/day and 23.16 mm/day at the bulk density of 1.69 g/cm3 and 2.25 g/cm3, respectively.",โดยนำดินทรายตัวอย่างมาทดสอบในห้องปฏิบัติการ จากการทดสอบพบว่าดินทรายตัวอย่างมีค่าความนำชลศาสตร์เท่ากับ 119.2 mm/day ที่ความหนาแน่น 1.69 g/cm3 และมีค่าความนำชลศาสตร์เท่ากับ 23.16 mm/day ที่ความหนาแน่น 2.25 g/cm3
English to Thai,"The results also show that as bentonite ratios, bulk density, and curing period increase, the hydraulic conductivity is decreased.",จากการศึกษาพบว่าค่าความนำชลศาสตร์มีค่าลดลงเมื่อ อัตราส่วนผสมเบนโทไนท์ หรือ ความหนาแน่นของดิน หรือ ระยะเวลาในการบ่มตัวอย่างเพิ่มขึ้น
English to Thai,"When bentonite was mixed with poorly graded sand and cured for 1 day, the hydraulic conductivity was 0.81, 0.42, 0.18 mm/day at bulk density 2.01-2.08 g/cm3 with bentonite content of 5%, 7%, and 9%, respectively.","โดยเมื่อนำเบนโทไนท์มาผสมดินทรายตัวอย่างและทำการบ่มไว้ 1 วัน พบว่าค่าความนำชลศาสตร์มีค่า 0.81, 0.42, 0.18 mm/day ที่ความหนาแน่น 2.01-2.08 g/cm3 ด้วยอัตราส่วนผสมเบนโทไนท์ร้อยละ 5, 7 และ 9 โดยน้ำหนักตามลำดับ"
English to Thai,The study also found that all tested samples of bentonite poorly graded sand have acceptable hydraulic conductivity to be used in ponds.,การศึกษาวิจัยครั้งนี้ยังพบว่าดินทรายผสมเบนโทไนท์ที่ทำการทดสอบทุกกรณีมีค่าความนำชลศาสตร์อยู่ในเกณฑ์ที่ยอมรับได้สำหรับการนำไปใช้ดาดสระเก็บน้ำ
English to Thai,"Except for soil with 5% and 7% bentonite content by weight, this is not cured and not compacted before use.",ยกเว้นดินที่มีอัตราส่วนผสมเบนโทไนท์ร้อยละ 5 และ 7 โดยน้ำหนักซึ่งไม่ได้ทำการบ่มและไม่ได้ทำการบดอัดก่อนการนำไปใช้งาน
English to Thai,This research also presents the equation for design of the bentonite ratio as an ingredient in sandy soils for another case.,งานวิจัยนี้ยังได้นำเสนอสมการสำหรับใช้เป็นเกณฑ์ในการตัดสินใจใช้เบนโทไนท์เป็นส่วนผสมในดินทรายสำหรับกรณีอื่น
English to Thai,The objective of this research is to study the drying of shiitake mushrooms by infrared-vacuum technique.,งานวิจัยนี้มีวัตถุประสงค์เพื่อศึกษาการอบแห้งเห็ดหอมด้วยเทคนิคสุญญากาศร่วมกับอินฟราเรด ความสิ้นเปลืองพลังงานจำเพาะ สัมประสิทธิ์การแพร่ความชื้นประสิทธิผล และแบบจำลองทางคณิตศาสตร์ที่เหมาะสมเพื่อทำนายจลนพลศาสตร์การอบแห้งเห็ดหอม
English to Thai,"Specific energy consumption, effective diffusion coefficient and suitable mathematical models to predict the drying kinetics of shiitake mushrooms were investigated under the drying conditions with the drying temperature of 50, 60, and 70 oC and the absolute pressure in drying chamber at 10, 15, and 20 kPa.",โดยทดลองอบแห้งเห็ดหอมภายใต้อุณหภูมิ 50 60 และ 70 oC และความดันสัมบูรณ์ ในห้องอบแห้ง 10 15 และ 20 kPa
English to Thai,"The results showed that, the increment of the temperature or the reduction of absolute pressure in the drying chamber, the drying rate was high and low specific energy consumption.",จากผลการทดลองพบว่า เมื่ออบแห้งเห็ดหอมภายใต้อุณหภูมิที่สูงขึ้นและความดันสัมบูรณ์ในห้องอบแห้งลดลง จะทำให้อัตราการอบแห้งสูงขึ้น และความสิ้นเปลืองพลังงานจำเพาะมีแนวโน้มลดลง
English to Thai,Effective moisture diffusivity ranged from1.77x10-9 to 2.685x10-9 m2/s with increasing values according to higher drying temperature and lower absolute pressure in drying chamber.,สัมประสิทธิ์การแพร่ความชื้นประสิทธิผลมีค่าอยู่ระหว่าง 4.003x10-9 ถึง 6.630x10-9 m2/s โดยมีค่าเพิ่มขึ้นตามอุณหภูมิอบแห้งที่สูงขึ้นและความดันสมบูรณ์ในห้องอบแห้งที่ลดลง
English to Thai,"Midilli mathematical model gave the most appropriate predictions due to the highest coefficient of determination (R2=0.99689), the lowest root mean square error (RMSE=0.18370) and chi square (c2=0.00021).",แบบจำลองทางคณิตศาสตร์เอมพิริคัลจากสมการของ Midilli สามารถทำนายจลนพลศาสตร์การอบแห้งเห็ดหอมได้ดีที่สุด โดยมีค่าสัมประสิทธิ์การตัดสินใจ (R2=0.99689) สูงที่สุด ค่ารากที่สองของความคลาดเคลื่อนกำลังสองเฉลี่ย (RMSE=0.18370) และค่าการลดลงไคกำลังสอง (c2=0.00021) ต่ำที่สุด
English to Thai,This paper presents the instability mitigation of AC-DC power system feeding a controlled buck converter by using a feedforward loop.,ในบทความนี้นำเสนอการบรรเทาการขาดเสถียรภาพด้วยวงรอบป้อนไปหน้าสำหรับวงจรเรียงกระแสไฟฟ้าสามเฟสแบบบริดจ์ที่มีโหลดเป็นวงจรแปลงผันแบบบัคก์
English to Thai,Power converters with their controls normally behave as constant power loads (CPLs).,โดยโหลดวงจรแปลงผันกำลังที่มีการควบคุมการทำงานจะมีพฤติกรรมเปรียบเสมือนโหลดกำลังไฟฟ้าคงตัว
English to Thai,These CPLs have negative resistance which may cause system instability.,ซึ่งโหลดดังกล่าวจะมีลักษณะเป็นค่าตัวต้านทานติดลบต่อระบบโดยรวม อันเป็นสาเหตุทำให้ระบบเกิดการขาดเสถียรภาพได้
English to Thai,"Therefore, it is essential to study the instability mitigation technique for improving the system stability.",ดังนั้นจึงมีความจำเป็นในการศึกษาการบรรเทาการขาดเสถียรภาพผ่านแบบจำลองทางคณิตศาสตร์ที่พิสูจน์จากวิธีดีคิวผสมผสานกับวิธีค่าเฉลี่ยปริภูมิสถานะทั่วไป
English to Thai,The dynamic model derived from the DQ method and the generalized state-space averaging method (GSSA) is used with the eigenvalue theorem for the stability analysis.,สำหรับนำมาใช้ในการวิเคราะห์เสถียรภาพร่วมกับทฤษฏีบทค่าเจาะจง
English to Thai,The proposed instability mitigation is verified by the intensive time-domain in MATLAB.,การตรวจสอบผลการบรรเทาการขาดเสถียรภาพด้วยวิธีที่นำเสนอในบทความนี้จะพึ่งพาการจำลองสถานการณ์บนคอมพิวเตอร์ด้วยโปรแกรม MATLAB
English to Thai,The results show that the proposed instability mitigation in article is consistent with the stability analysis in theorem.,จากผลการตรวจสอบ แสดงให้เห็นว่าวิธีการที่นำเสนอในบทความนี้มีความสอดคล้องกับการวิเคราะห์เสถียรภาพในทางทฤษฎี
English to Thai,"In addition, the unstable system due to a constant power load can become back to the stable operation using the proposed technique.",อีกทั้งยังสามารถทำให้ระบบที่ขาดเสถียรอันเนื่องมาจากผลของโหลดกำลังไฟฟ้าคงตัวกลับมามีเสถียรภาพตลอดย่านการทำงาน
English to Thai,The objective of this research is to improve the logistics process in case of the purchasing process in Craft Paper production.,งานวิจัยนี้มีวัตถุประสงค์เพื่อปรับปรุงกระบวนการโลจิสติกส์ในขั้นตอนการจัดซื้อ กรณีศึกษาอุตสาหกรรมผลิตกระดาษคราฟท์
English to Thai,This research study Integrated Definition for function modeling (IDEF0) of purchasing department.,โดยทำการศึกษากระบวนการจัดซื้อผ่านผังระบบงาน (IDEF0)
English to Thai,The purchasing process is more complexed due to various procedures of data storages and many suppliers.,พร้อมกับวิเคราะห์กระบวนการด้วยการวิเคราะห์ ทำไม ทำไม สำหรับวิเคราะห์ปัญหาพบว่า ข้อมูลสินค้าและผู้จำหน่ายสินค้ามีจำนวนมากแต่ขาดการเชื่อมโยงข้อมูลระหว่างหน่วยงาน ที่ต้องปฏิบัติงานร่วมกัน
English to Thai,This research proposes the use of a purchasing management software is needed in order to gain data accuracy and convenient to use for the purchasing staff.,ทำให้ใช้เวลาในการจัดซื้อและตรวจสอบเป็นจำนวนมาก การใช้โปรแกรมการจัดการจัดซื้อจึงมีความจำเป็นในขั้นตอนการดำเนินงาน เพื่อให้เกิดความสะดวกและรวดเร็วต่อผู้ปฏิบัติงานในการจัดซื้อ
English to Thai,"After trial use a purchasing management software, the result shows that the software be able to increase staff effectiveness and decreased complex processes.",และยังสามารถจัดทำรายงานการจัดซื้อได้ หลังจากการทดลองใช้งาน พบว่าโปรแกรมที่ได้จัดทำขึ้นสามารถเพิ่มประสิทธิภาพการทำงานของพนักงานและลดความซ้ำซ้อนการทำงานรวมถึงเวลาการทำงานได้จากเดิมต้องใช้เวลาในการดำเนินงานเฉลี่ย 200.98 นาที
English to Thai,"Previous average operating time was 200.98 minutes compared to current average operating time is 57.41 minutes, time decreased 71.43 percent.",เมื่อเปรียบเทียบกับวิธีใหม่ซึ่งใช้เวลาในการดำเนินงานเฉลี่ย 57.41 นาที ลดลง
English to Thai,It concludes that a purchasing management software can reduce operating time and simplify purchasing process.,ซึ่งสามารถลดลงได้ร้อยละ 71.43
English to Thai,"Time delay is a very frequent phenomenon and is almost associated with nearly all constructing projects. ""Every construction project tries to mitigate the delay of its project by applied the management strategies and planning theories, but the construction delay still happens.""",ความล่าช้าเป็นปรากฎการณ์ที่เกิดขึ้นในเกือบทุกโครงการแม้ว่าได้มีการวางแผนการทำงานไว้เป็นอย่างดีแต่ก็ยังประสบปัญหาความล่าช้า
English to Thai,This study investigated the causes of delay in large building construction projects which located at Nakhon Phanom province.,งานวิจัยนี้เป็นการสำรวจสาเหตุความล่าช้าของกลุ่มตัวอย่างโครงการก่อสร้างอาคารขนาดใหญ่ในเขตพื้นที่จังหวัดนครพนม
English to Thai,The likelihood level and the impact level were considered then presented on the risk map. Eighteen causes of construction delay are proposed which based on literature reviews.,โดยพิจารณาจากการประเมินค่าระดับความถี่และระดับผลกระทบพร้อมทั้งนำเสนอด้วยแผนภาพความเสี่ยง 18 สาเหตุการเกิดความล่าช้าของงานในแต่ละหมวด
English to Thai,The results shown that the structural work was the most influence work on the project delay time.,พบว่าหมวดงานโครงสร้างเป็นหมวดงานที่ส่งผลกระทบต่อการเกิดความล่าช้ามากที่สุด และ 18
English to Thai,"The 18 delay causes in structural work were grouped into 2 groups of delay risk. ""One group was the medium-high risk cause, and the another was medium risk cause.""",สาเหตุการเกิดความล่าช้าในหมวดงานโครงสร้างสามารถจัดกลุ่มค่าความเสี่ยงได้เป็น 2 กลุ่มด้วยกัน คือ กลุ่มสาเหตุที่มีความเสี่ยงค่อนข้างสูง และกลุ่มสาเหตุที่มีความเสี่ยงปานกลาง
English to Thai,The first five causes that occupied the highest importance indices and were grouped in the medium-high risk are identified.,ส่วนสาเหตุที่มีค่าดัชนีความสำคัญสูงสุด 5 อันดับแรกและถูกจัดอยู่ในกลุ่มสาเหตุที่มีความเสี่ยงค่อนข้างสูงนั้น
English to Thai,"As the results, four of them came from non-excusable delay cause and the rest was excusable and compensable delay cause.",พบว่า 4 สาเหตุแรกดังกล่าวถูกจัดอยู่ในประเภทความล่าช้าที่อ้างไม่ได้
English to Thai,"Moreover, D15: Unappropriated planning and coordinating cause occupied the highest importance index which is non-excusable delay cause.",โดยมีสาเหตุ D15: การวางแผนด้านเวลาการและการประสานงานที่ไม่เหมาะสมมีค่าดัชนีความสำคัญสูงที่สุด ส่วน 1 สาเหตุนั้นถูกจัดในประเภทความล่าช้าที่อ้างและเรียกร้องค่าชดเชยได้ซึ่งก็คือสาเหตุ D4: การอนุมัติเปลี่ยนแปลงแก้ไขสัญญาจ้างเช่น งานเพิ่ม ลด
