prefix,input_text,target_text
English to Thai,"The objective of this research is to identify the optimum reinforcing steel cutting methods that would minimize trim losses in the production of precast concrete L-shape retaining wall with the dimension of 0.15 m. thick, 1.20 m. in width, 1.40 m. in height and 1.00 m. in length.",การวิจัยนี้มีจุดประสงค์เพื่อหาวิธีการตัดเหล็กเสริมให้มีเศษเหล็กน้อยที่สุดในการผลิตกำแพงกันดินคอนกรีตหล่อสำเร็จรูปตัวแอล ที่มีความหนา 0.15 เมตร กว้าง 1.20 เมตร สูง 1.40 เมตร   ความยาว 1.00 เมตร
English to Thai,"Each retaining wall contains 22 rods of 0.95 m. RB 6 mm., 5 rods of 2.50 m. RB 6 mm. round bar and 5 rods of 2.70 m. DB 10 mm. deformed bar.",กำแพงกันดินแต่ละแท่งประกอบด้วยเหล็กเส้นกลม RB 6 มิลลิเมตร ยาว 0.95 เมตร จำนวน 22 ท่อน ยาว 2.50 เมตร จำนวน 5 ท่อน และเหล็กข้ออ้อย DB 10 มิลลิเมตร ยาว 2.70 เมตร จำนวน 5 ท่อน
English to Thai,"From the study of retaining wall production between 1 - 200 pieces, researchers have formulated a mathematical formula using integer linear programming models. There are one model for round bar RB 6 mm. 10 m. standard length and one model for deformed bar DB 10 mm. both 10 m. and 12 m. standard length.",จากการศึกษาการผลิตกำแพงกันดินจำนวน 1 ถึง 200 แท่ง ผู้วิจัยได้สร้างตัวแบบคณิตศาสตร์กำหนดการเชิงเส้นจำนวนเต็มได้ 1 ตัวแบบสำหรับการตัดเหล็กเส้นกลม RB 6 มิลลิเมตร ความยาวมาตรฐาน 10 เมตร และ 1 ตัวแบบสำหรับการตัดเหล็กข้ออ้อย DB10 มิลลิเมตร ที่มีความยาวมาตรฐานทั้ง 10 เมตร และ 12 เมตร
English to Thai,The researchers found that there are two cutting patterns needed for cutting RB 6 mm. round bar with a standard length of 10 m. into the required length of 0.95 m. and 2.50 m. resulting in 3.29% trim losses.,ผู้วิจัยพบว่ามี 2 วิธีในการตัดเหล็กเส้นกลม RB 6 มิลลิเมตร ความยาวมาตรฐาน 10 เมตร ให้ได้เหล็กยาว 0.95 เมตร และ 2.50 เมตร ตามต้องการ มีผลให้เกิดปริมาณเศษเหล็กร้อยละ 3.29
English to Thai,"However, there is only one cutting pattern required for cutting DB 10 mm.",และมี 1 วิธีในการตัดเหล็กข้ออ้อย DB 10 มิลลิเมตรความยาวมาตรฐาน 12 เมตร ให้ได้เหล็กยาว 2.70 เมตร ตามต้องการ
English to Thai,"deformed bar with a standard length of 12 m. resulting in 11.11% trim losses. ""To obtain the minimum trim losses, the number of units in each production must be in the incremental of 20 (20, 40, 60, 80, 100, 120, 140, 160, 180 and 200 pieces).""",มีผลให้เกิดปริมาณเศษเหล็กร้อยละ 11.11 ซึ่งเป็นปริมาณเศษเหล็กน้อยที่สุดเมื่อมีการผลิตกำแพงกันดินเพิ่มขึ้นทุก 20 แท่ง (20 40 60 80 100 120 140 160 180 และ 200 แท่ง)
English to Thai,"Researchers provided a manual on steel rod cutting methods, which minimize trim losses steel for precast concrete L-shape retaining wall, and sent to the manufacturer in order to reduce waste in the factory.",ผู้วิจัยได้จัดทำคู่มือวิธีการตัดเหล็กซึ่งลดปริมาณเศษเหล็กน้อยที่สุดในการผลิตกำแพงกันดินหล่อสำเร็จรูปตัวแอล และส่งให้ผู้ผลิตใช้งานเพื่อลดปริมาณเศษวัสดุในโรงงาน
English to Thai,The manufacturer has utilized it to procure raw materials and executing production plan.,ผู้ผลิตได้นำไปใช้ในการจัดซื้อวัตถุดิบและการทำแผนปฏิบัติงาน
English to Thai,The result shown less trim losses compare to previous trim loss management practice.,ผลที่ได้แสดงว่าปริมาณเศษเหล็กลดลงมากกว่าเดิมที่เคยบริหารจัดการในอดีต
English to Thai,This research aimed to study the characteristics and behavior of adhesion of Gluta Usitata sap on ceramic surface.,งานวิจัยนี้มีวัตถุประสงค์เพื่อศึกษาลักษณะเฉพาะของยางรักใหญ่และพฤติกรรมการยึดติดของยางรักบนพื้นผิวเซรามิก
English to Thai,"For use in decorating materials on ceramic products, its chemical composition and structure were studied using FTIR (Flourier Transform Infrared Spectrometry) and GC/MS (Gas Chromatography and Mass Spectrometry, GC/MS).","เพื่อเป็นแนวทางในการใช้ประโยชน์ยางรักเพื่อการตกแต่งผลิตภัณฑ์เซรามิก ""โดยการนำยางรักดิบไปวิเคราะห์องค์ประกอบทางเคมี ด้วยเทคนิคฟลูเรียร์ทรานส์ฟอร์มอินฟราเรดสเปคโทรเมทรี (Flourier Transform Infrared Spectrometry, FTIR) และเทคนิคก๊าซโครมาโตกราฟีร่วมกับแมสสเปกโตรเมทรี (Gas Chromatography and Mass Spectrometry, GC/MS)"""
English to Thai,It was found that catechol (C6H4(OH)2) linked with aliphatic molecule in the form of Heptadecenylcatechol compound was a major composition of sap corresponding to thitsiol monomer.,"พบว่า ""ยางรักดิบมีประองค์กอบหลักที่มีโครงสร้างโมเลกุลของเคทิคอล (catechol, C6H4(OH)2) ร่วมกับโมเลกุลของสารประกอบที่เป็นโซ่ตรง ในรูปของสารประกอบเฮปตะเดซินิลเคทิคอล (Heptadecenylcatechol)"" ซึ่งโมเลกุลดังกล่าวเป็นมอนอเมอร์ตั้งต้นในการเกิดปฏิกิริยาพอลิเมอไรเซชันมีชื่อเรียกว่าทิตซิออล (thitsiol)"
English to Thai,"In addition, water was found to a level of around 40%.",นอกจากนี้ยังพบว่ามีน้ำเป็นองค์ประกอบถึงร้อยละ 40
English to Thai,"The physical characteristics of sap in terms of density, viscosity, and hardening time were 0.98 g/cm3, 4,057 mPas, and 14 days respectively. The wetting and adhesion to ceramic surface between 700 - 1200oC firing temperatures was studied.","จากการศึกษาลักษณะทางกายภาพ ได้แก่ ความหนาแน่น ความหนืด และระยะเวลาการแข็งตัว พบว่ามีค่าเท่ากับ 0.98 กรัมต่อลูกบาศก์เซนติเมตร 4,057 มิลลิปาสคาลวินาที และ 14 วัน ตามลำดับ เมื่อทำการทดสอบเกี่ยวกับพฤติกรรมการเปียกผิว และการยึดติดบนพื้นผิวเซรามิก พบว่า การเปียกผิวเพิ่มขึ้นบนผลิตภัณฑ์ที่มีการเผาด้วยอุณหภูมิที่สูงขึ้นในช่วงที่ศึกษา ได้แก่ 700 - 1200 องศาเซลเซียส เนื่องจากความพรุนตัวที่ลดลง"
English to Thai,It was found that increasing the wetting meant increasing the firing temperature due to lower porosity.,อย่างไรก็ตาม สามารถเพิ่มประสิทธิประสิทธิการเปียกผิว ด้วยการผสมน้ำมันกาดเพื่อลดความหนืดของยางรัก
English to Thai,"However, Kerosene was used for reducing the viscosity in the lower contact angle or increasing the wetting using high kerosene content.",และเมื่อนำยางรักไปเคลือบผิวเนื้อเซรามิก ที่ผ่านการเผาในช่วงอุณหภูมิ 700 - 1200 องศาเซลเซียส
English to Thai,The optimum adhesion of sap on ceramic surface was found at 700oC firing temperature compared to the other temperatures with higher porosity and higher adsorption.,และทดสอบการยึดติดพบว่า ที่อุณหภูมิ การเผา 700 องศาเซลเซียส มีการยึดติดของยางรักสูงที่สุด เมื่อเทียบกับอุณหภูมิอื่น ๆ ที่ทำการศึกษา เนื่องจากความพรุนตัวที่สูง ทำให้การดูดซับยางรักเกิดขึ้นได้อย่างมีประสิทธิภาพ ส่งผลให้มีการยึดติดที่สูง
English to Thai,A Geo-informatics System is proposed to automate Calculation of Coconut Productivity in Samut Songkhram Province is a system to calculate coconut productivity by using spectral reflectance of satellite image to classify coconut productivity.,การประมาณผลผลิตมะพร้าว ด้วยระบบภูมิสารสนเทศ กรณีศึกษาจังหวัดสมุทรสงคราม คือการคำนวณเชิงพื้นที่ของการสร้างระบบชี้วัดประมาณผลผลิตมะพร้าว
English to Thai,The objective of this research estimates coconut productivity by using spectral mixture analysis for find out object in the pixel of satellite data.,สำหรับการประมาณผลผลิตใช้เทคนิค Spectral Mixture Analysis (SMA) เพื่อค้นหาวัตถุที่ซ่อนตัวในจุดภาพ
English to Thai,This technique can help to accuracy classification.,โดยเทคนิคดังกล่าวจะช่วยให้การจำแนกการใช้ประโยชน์ที่ดินมีความถูกต้องมากยิ่งขึ้น
English to Thai,Spectral reflectance of coconut is around 0.7-0.8 micrometers.,โดยค่าการสะท้อนแสงของสิ่งปกคลุมดินประเภทมะพร้าว อยู่ที่ 0.7 – 0.8 ไมโครเมตร
English to Thai,"The result of this research finds out 30*30 meters’ pixel of satellite data have 15,730 pixels for full of coconut in contrast 20-29% of the pixel has coconut have 345 pixels.","ผลจากการวิเคราะห์ พบว่าจุดภาพขนาด 30*30 เมตร ที่มีมะพร้าวปกคลุมเต็มพื้นที่พบสูงที่สุดกว่า 15,730 จุดภาพ เนื่องจากพื้นที่ศึกษาในพื้นที่เป็นจังหวัดสมุทรสงคราม เป็นพื้นที่ที่มีการเพาะปลูกมะพร้าวสูงที่สุดแห่งหนึ่งของประเทศไทย ในขณะที่จุดภาพที่มีมะพร้าวผสมร้อยละ 20 - 29 มีเพียง 345 จุดภาพ"
English to Thai,Amphawa district is area have most coconut.,อำเภออัมพวาเป็นอำเภอที่มีจุดภาพที่มีมะพร้าวปกคลุมสูงที่สุดในพื้นที่
English to Thai,"For accuracy, checking uses 300 for sampling. That find out 70% for accuracy checking (210 GCP /300 GCP)",โดยมีกระบวนการตรวจสอบความถูกต้องหลังจากจำแนกจากการลงสำรวจภาคสนาม 300 จุดพบว่าวิธีการดังกล่าวมีกระบวนการตรวจสอบความถูกต้องหลังการจำแนกอยู่ที่ ร้อยละ 70 (210 จุด จากจำนวน 300 จุด)
English to Thai,This innovation project aims to design and construct a drilling machine for making cowboy hats as well as defining the efficiency of the drilling machine.,นวัตกรรมนี้มีวัตถุประสงค์เพื่อออกแบบและสร้างเครื่องเจาะรูชิ้นส่วนหมวกคาวบอย และหาประสิทธิภาพของเครื่องเจาะรูชิ้นส่วนหมวกคาวบอย
English to Thai,"The design of the most important structures are: the drilling cowboy hat machine, the hydraulic plate press, the hydraulic cylinder, the motor, the hydraulic oil tank, the hydraulic column support, the control valve, and the drill mold.",การออกแบบมีส่วนสำคัญ โครงสร้างเครื่องเจาะรูชิ้นส่วนหมวกคาวบอย แผ่นกดกระบอกสูบไฮดรอลิกส์ กระบอกสูบไฮดรอลิกส์ มอเตอร์ ถังน้ำมันไฮดรอลิกส์ เสาประคองไฮดรอลิกส์ม วาล์วควบคุม แม่พิมพ์เจาะรู
English to Thai,"The results showed that the manual labour on the perforation of the hats was 0.39 minutes per piece, the operation of the drill bit was 0.19 minutes per piece, giving a reduction in the drilling time on average of 0.2 minutes per piece and an average improvement of drill efficacy of 51.28%.",ผลการทดสอบ การเจาะรูชิ้นส่วนหัวหมวกด้วยแรงงานคนเฉลี่ย 0.39 นาทีต่อชิ้น การเจาะรูชิ้นส่วนหัวหมวกด้วยเครื่องเฉลี่ย 0.19 นาทีต่อชิ้น ลดเวลาการเจาะรูเฉลี่ย 0.20 นาทีต่อชิ้น และประสิทธิภาพการเจาะเพิ่มขึ้นร้อยละ 51.28
English to Thai,"The operation punching holes in the hats had an average labor time of 2.20 minutes per piece, the operation of the drill bit per piece averaged 0.44 minutes per piece, giving a reduced drill average time of 1.76 minutes per part and an increased drill efficiency average of 80%.",การเจาะรูชิ้นส่วนตัวหมวกด้วยแรงงานคนเฉลี่ย 2.20 นาทีต่อชิ้น การเจาะรูชิ้นส่วนตัวหมวกด้วยเครื่องเฉลี่ย 0.44 นาทีต่อชิ้น ลดเวลาการเจาะรูเฉลี่ย 1.76 นาทีต่อชิ้น และประสิทธิภาพการเจาะเพิ่มขึ้นร้อยละ 80.00
English to Thai,"The operation to pierce  the hat averaged 2.57 minutes per piece, the perforation operation with the drill machine averaged 0.39 minutes per piece, with a reduction in drill time average of 2.18 minutes per part and an increased drill efficiency average of 84.82%.",การเจาะรูชิ้นส่วนปีกหมวกด้วยแรงงานคนเฉลี่ย 2.57 นาทีต่อชิ้น การเจาะรูชิ้นส่วนปีกหมวกด้วยเครื่องเฉลี่ย 0.39 นาทีต่อชิ้น ลดเวลาการเจาะรูเฉลี่ย 2.18 นาทีต่อชิ้น และประสิทธิภาพการเจาะเพิ่มขึ้นร้อยละ 84.82
English to Thai,Limitation of GPS System for indoor using is the obstacle of satellite signal which is unable to calculate for the position.,ระบบ GPS มีข้อจำกัดในการระบุตำแหน่งกรณีการใช้งานภายในอาคาร เนื่องจากมีสิ่งกีดขวางสัญญาณดาวเทียมทำให้ไม่สามารถคำนวณตำแหน่งได้
English to Thai,"The objectives of this research are development of indoor positioning system using wireless lan network signal and received signal strength indicator (RSSI) as the comparative information along with data comparing module (DCM) and positioning error from data position processing in 3 methods, namely 1) Mode 2) Minimum Mean Square Error and 3) Minimum Standard Deviation.",งานวิจัยนี้มีวัตถุประสงค์ เพื่อพัฒนาระบบระบุตำแหน่งภายในอาคารโดยใช้สัญญาณเครือข่ายแลนไร้สาย และใช้ค่าความเข้มของสัญญาณ (RSSI) มาเป็นข้อมูลสำคัญควบคู่กับการเทียบเคียงฐานข้อมูล (DCM) และเปรียบเทียบค่าความผิดพลาดของการระบุตำแหน่งจากการประมวลผลข้อมูลตำแหน่ง 3 วิธี ได้แก่ 1) วิธีค่าฐานนิยม (Mode) 2) วิธีค่าเฉลี่ยความผิดพลาดกำลังสองน้อยที่สุด (Min MSE) และ 3) วิธีค่าส่วนเบี่ยงเบนมาตรฐานน้อยที่สุด (Min S.D.)
English to Thai,Research. The Result for the room with 8 metres width and the length 10 metres. Together with three access points installed using minimum mean square error has minimum average error at 2.33 metres which is close to minimum average standard deviation at 2.38 metres.,ผลการวิจัยพบว่า กรณีภายในห้องขนาดกว้าง 8 เมตร ยาว 10 เมตร ที่ติดตั้งแอคเซสพอยต์จำนวน 3 ตัว การประมวลผลวิธีค่าเฉลี่ยความผิดพลาดกำลังสองน้อยที่สุดมีค่าเฉลี่ยความผิดพลาดน้อยที่สุดเท่ากับ 2.33 เมตร ใกล้เคียงกับวิธีค่าส่วนเบี่ยงเบนมาตรฐานน้อยที่สุด ซึ่งมีค่าเฉลี่ยเท่ากับ 2.38 เมตร
English to Thai,"For indoor case on 1st, 2nd and 3rd floor using the existing access points.",ส่วนกรณีภายในอาคารชั้นที่ 1 2 และ 3
English to Thai,Mode for position data processing found that minimum error average equals to 7.10 metres which is close to minimum average mean square error at 7.45 metres and differ from minimum standard deviation with in statistical significance at confident level of 95% (p<0.05).,โดยใช้แอคเซสพอยต์ ที่ใช้งานอยู่เดิม พบว่าการประมวลผลวิธีฐานนิยมมีค่าเฉลี่ยความผิดพลาดน้อยที่สุดเท่ากับ 7.10 เมตร ใกล้เคียงกับ วิธีค่าเฉลี่ยความผิดพลาดกำลังสองน้อยที่สุดซึ่งมีค่าเฉลี่ยเท่ากับ 7.45 เมตร
English to Thai,"This research indicates that in the area of access point the signal strength the positioning error decrease. ""Moreover, the most accuracy in position processing is minimum mean square error, it is suitable for applying to indoor positioning system using wireless LAN network signal along with data comparing module (DCM).""",และแตกต่างกับวิธีค่าส่วนเบี่ยงเบนมาตรฐานน้อยที่สุดอย่างมีนัยสำคัญทางสถิติที่ระดับความเชื่อมั่นร้อยละ 95 (p<0.05) แสดงให้เห็นว่าในบริเวณที่มีความเข้มของสัญญาณแอคเซสพอยต์มากจะส่งผลให้ค่าความผิดพลาดการระบุตำแหน่งน้อยลง และวิธีการประมวลผลตำแหน่งที่มีความแม่นยำมากที่สุดคือวิธีค่าเฉลี่ยความผิดพลาดกำลังสองน้อยที่สุด เหมาะต่อการนำไปประยุกต์ใช้ในระบบระบุตำแหน่งภายในอาคารโดยใช้สัญญาณเครือข่ายแลนไร้สายด้วยวิธีเทียบเคียงฐานข้อมูล (DCM)
English to Thai,The objective of this research was to study and determine the most effective installation layout position of flood warning devices which form part of the development of the Flash Flood Warning System located in at-risk areas.,งานวิจัยนี้มีวัตถุประสงค์เพื่อศึกษาและกำหนดเลือกรูปแบบการจัดวางอุปกรณ์เตือนภัย ณ ตำแหน่งที่ดีที่สุด
English to Thai,"In this study, the area was Huai Nam Nak village, Ta Nao Si sub-district, Suang Phueng district, in Ratchaburi province.",เพื่อออกแบบระบบเตือนภัยน้ำป่าไหลหลากในพื้นที่หมู่บ้านเสี่ยงภัยในหมู่บ้านห้วยน้ำหนัก ตำบลตะนาวศรี อำเภอสวนผึ้ง จังหวัดราชบุรี
English to Thai,This has been classed as a risky area as it has been affected by flash flooding in the past.,เนื่องจากเป็นพื้นที่เสี่ยงภัยและเคยได้รับผลกระทบน้ำป่าไหลหลาก
English to Thai,"By applying an action research methodology, data collection and analysis was conducted in real life contexts.",โดยใช้กระบวนการวิจัยเชิงปฏิบัติการ การเก็บรวบรวมและวิเคราะห์ข้อมูลครั้งนี้ใช้ทั้งข้อมูลจากเอกสารและข้อมูลภาคสนาม
English to Thai,The results of research were as follows: the flash flood warning system consists of a device that measure the rain levels which are automatically linked to the master station and the remote station which are installed locally in each community. These are known as a “Household Warning Box” in the Huai Nam Nak village community.,ผลการศึกษาพบว่า ระบบเตือนภัยน้ำป่าไหลหลากประกอบไปด้วยอุปกรณ์ตรวจวัดปริมาณน้ำฝนอัตโนมัติเชื่อมต่อเครื่องประมวลผลแม่ข่ายและกล่องรับสัญญาณโดยติดตั้งไว้ประจำบ้านแต่ละหลังในชุมชนจนเกิดเป็น “กล่องเตือนภัยประจำบ้าน” ของชุมชนบ้านห้วยน้ำหนัก
English to Thai,The Household Warning Box will show a disaster warning light level bar and sound an alarm in the event of an evacuation for the community who live downstream at a 95% level of effectiveness.,กล่องเตือนภัยประจำบ้านสามารถแสดงผลการส่งสัญญาณเตือนภัยด้วยแสงและเสียงเพื่อให้ชุมชนปลายน้ำใช้ในการอพยพได้อย่างมีประสิทธิภาพร้อยละ 95.5
English to Thai,"As a result, community members can co-exist safely even in those areas where natural disasters occur.",ส่งผลให้สมาชิกในชุมชนสามารถอยู่ร่วมกับภัยพิบัติทางธรรมชาติได้อย่างปลอดภัย
English to Thai,"This research study investigated the efficiency of a wet scrubber dust catcher that was able to be implemented in a community rice mill at Gardmek Village, Chompoo sub-district, Mueang district, Lampang province, to reduce airborne dust pollutants which were causing problems in the community, by studying the bulk density of dust from the community rice mill.",งานวิจัยนี้ได้ศึกษาประสิทธิภาพการกำจัดฝุ่นละอองด้วยอุปกรณ์ดักจับฝุ่นชนิดสครับเบอร์แบบเปียกที่เหมาะสมสำหรับโรงสีข้าวชุมชนบ้านกาดเมฆ ตำบลชมพู อำเภอเมือง จังหวัดลำปาง เพื่อช่วยลดปัญหาฝุ่นละอองที่ฟุ้งกระจายในอากาศซึ่งเป็นปัญหามลพิษทางอากาศในเขตพื้นที่ชุมชน โดยทำการศึกษาค่าความหนาแน่นของฝุ่นละอองจากการสีข้าวของโรงสีข้าวชุมชน
English to Thai,The result of rice dust density while running the system was approximately 1.12 mg/m3.,ผลการศึกษาค่าความหนาแน่นของฝุ่นละอองจากการสีข้าวของโรงสีข้าวชุมชนพบว่าค่าความหนาแน่นฝุ่นละอองขณะเดินระบบ  สีข้าวมีค่า 1.12 mg/m3 เกินค่ามาตรฐาน
English to Thai,"The standard value of dust density at the release point was specified as being no more than 0.10 mg/m3. ""In addition, other parameters were investigated to evaluate the theoretical efficiency of the collecting system.""",ซึ่งค่ามาตรฐานฝุ่นละออง ณ จุดปล่อยกำหนดไว้ไม่เกิน 0.10 mg/m3 ความเร็วลมในท่อระบายอากาศเสีย อัตราการไหลของน้ำที่เหมาะสมต่ออัตราการไหล ของอากาศ
English to Thai,"These were the velocity in the air duct, the flow rate of water appropriate to the flow rate of air, and the design of the light clay ceramic berl saddle with its dust catching efficiency located inside the wet air scrubber.",รวมทั้งทำการออกแบบตัวกลางดูดซึมชนิด Ceramic berl saddle
English to Thai,The scrubber design program was employed to create the data that was used in the scrubber design. The result of the designing and building of the wet air scrubber dust catcher suitable for community rice mills found the cross-section area of the barrel to be 0.25 m2 and 1.5m in length.,นำข้อมูลที่ได้มาทำการออกแบบ สครับเบอร์แบบเปียกด้วยโปรแกรมสำเร็จรูป Scrubber design สครับเบอร์แบบเปียกที่ออกแบบมีพื้นที่หน้าตัดของตัวถังเท่ากับ 0.25 m2 และความยาว 1.5 m
English to Thai,The ceramic berl saddle found that was produced at 900 degrees Celsius had the best water and dust absorbance.,ตัวกลางดูดซึมชนิด Ceramic berl saddle ทำจากดินเบาเผาที่อุณหภูมิ 900 องศาเซลเซียส มีประสิทธิภาพในการดูดซึมน้ำและฝุ่นดีที่สุด
English to Thai,"When the designed air scrubber was installed and tested at the community rice mill, it was found that the amount of flying dust in the mill was reduced by 91% with water at 3 bar of pressure.",สามารถลดปริมาณฝุ่นละอองที่เกิดจากระบวนการ สีข้าวของโรงสีข้าวชุมชนได้ถึง ร้อยละ 91 ที่ระดับแรงดันของน้ำสเปรย์ 0.30 bar
English to Thai,This research aim was to study the feasibility of the preparation of a pyrometric cone made from raw materials in Lampang province which was used to validate the temperature in a ceramic kiln.,งานวิจัยนี้มีวัตถุประสงค์เพื่อการศึกษาความเป็นไปได้ในการเตรียมไพโรเมตริกโคน จากวัตถุดิบในจังหวัดลำปาง เพื่อใช้ในการตรวจสอบความสมเหตุสมผลของอุณหภูมิภายในเตาเผาเซรามิก
English to Thai,The research team started the experiment by analyzing chemical and mineral composition (XRF and XRD) of a commercial-grade pyrometric cone.,คณะวิจัยเริ่มการทดลองโดยวิเคราะห์ตัวอย่างไพโรเมตริกโคนมาตรฐาน เกรดทางการค้า เพื่อหาองค์ประกอบทางเคมี (XRF) และองค์ประกอบทางแร่ (XRD) นำผลวิเคราะห์ที่ได้ไปคำนวณหาอัตราส่วนผสมที่เหมาะสม
English to Thai,"Then, following a pyrometric formulation in accordance with the Thailand Industrial Standard (TISI) 558, the kiln was fired at 1230° Celsius in an oxidation atmosphere.",จากนั้นขึ้นรูปไพโรเมตริกโคนตามวิธีมาตรฐานผลิตภัณฑ์อุตสาหกรรม (มอก. 558) นำไปทดลองเผาที่อุณหภูมิ 1230 องศาเซลเซียส ในบรรยากาศแบบออกซิเดชัน
English to Thai,"It was found that the cone consisted of silica (50%), limestone (10%), and feldspar (40%).",พบว่าการโน้มตัวของโคนสูตรที่ 10 อัตราส่วนซิลิการ้อยละ 50 หินปูนร้อยละ 10 เฟลด์สปาร์ร้อยละ 40   ให้ผลลัพธ์ใกล้เคียงโคนมาตรฐาน
